gene	B	CD4	CD8	NK	cMono	ncMono
RBMS2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
TSPAN31	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EEF1AKMT3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ATP23	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MON2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMBIM4	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
YEATS4	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
GLIPR1L2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BTG1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EEA1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPL42	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SOCS2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NDUFA12	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
CFAP54	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SLC25A3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CHPT1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UQCC6	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
GLTP	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
HVCN1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COQ5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MORN3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM120B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF268	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
IFT88	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MICU2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GTF3A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
POLR1D	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SLC46A3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COG6	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
AKAP11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LACC1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CKAP2	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
KLF12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UCHL3	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
GPR180	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
TNFSF13B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UPF3A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRAV4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRAV8-4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRAV14DV4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRAV19	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TRAV26-2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DAD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
OXA1L	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HAUS4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SDR39U1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SCFD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ARHGAP5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CFL2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PRORP	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
LGALS3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FBXO34	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SNAPC1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FUT8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
VTI1B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COX16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DCAF4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ACOT4	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ABCD4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NPC2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ISCA2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
EIF2B2	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
TC2N	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
FBLN5	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
IFI27L1	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
IFI27L2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GSKIP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COA8	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
IGHV3-53	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ATP10A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
KLF13	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FMN1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
PLCB2	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
CCDC32	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZFYVE19	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ADAL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RSL24D1	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ADAM10	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
BNIP2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SNX1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CSNK1G1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ANKDD1A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
INTS14	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MAP2K5	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MPI	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MAN2C1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
PSTPIP1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
STARD5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HDGFL3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
NMB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CIB1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
IQGAP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LINS1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SNRNP25	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MPG	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NPRL3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
AXIN1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PGAP6	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DECR2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
METTL26	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
CIAO3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM204	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HAGH	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FAHD1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
RPS2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BRICD5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
IL32	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
NAA60	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PAM16	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ERCC4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ARL6IP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
KNOP1	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
THUMPD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DCTN5	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SGF29	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SPNS1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BOLA2-SMG1P6	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
C16orf54	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
TGFB1I1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BRD7	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
NOD2	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
BBS2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MT3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MT2A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MT1E	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MT1F	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MT1X	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SPMIP8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZFP90	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ZFP1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MPHOSPH6	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SNAI3	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
TRAPPC2L	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
CHMP1A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SPATA33	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
CDK10	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
RFLNB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
INPP5K	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SMYD4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SRR	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
MINK1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SPAG7	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
C17orf49	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
NEURL4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAT2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
CTC1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
KRBA2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZSWIM7	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
TTC19	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LLGL1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SHMT1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PRPSAP2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FAM83G	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GRAP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ALDH3A2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
AKAP10	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SPECC1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FAM222B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NSRP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BLMH	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CDK5R1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NLE1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
TADA2A	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
PSMB3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GSDMB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GSDMA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
KRT10	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
VPS25	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ARL4D	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SLC25A39	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
EFTUD2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DCAKD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LINC02210-CRHR1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
KANSL1	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ARL17B	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
LRRC37A2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
SCRN2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SNX11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HOXB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SLC35B1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PPP1R9B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MYCBPAP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
STXBP4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PRR11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GDPD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RNFT1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HEATR6	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
FTSJ3	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
FAM104A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DNAI2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CD300A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
FDXR	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MYO15B	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
SRSF2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
EIF4A3	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
RNF213	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NDUFAF8	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
TSPAN10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
OXLD1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ASPSCR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
OGFOD3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
WDR45B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FN3KRP	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
FN3K	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
TBCD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
B3GNTL1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PTPRM	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NAPG	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TTC39C	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
OSBPL1A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NEDD4L	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LMAN1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
KDSR	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NFATC1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CFD	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
MED16	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
CNN2	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
GPX4	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
FAM174C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LSM7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TIMM13	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
LMNB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
APBA3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPL54	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
DUS3L	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
GTF2F1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ADGRE1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
XAB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MARCHF2	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF559	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
FDX2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ACP5	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ADGRE5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ILVBL	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
AP1M1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPL34	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
MVB12A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
IL12RB1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PGPEP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UPF1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NR2C2AP	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF626	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF429	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF257	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
C19orf12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PDCD5	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
FAAP24	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COX6B1	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
IGFLR1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
U2AF1L4	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
CLIP3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ZFP30	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF781	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CAPN12	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMFG	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CEACAM21	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
RABAC1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ZNF574	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PHLDB3	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
SMG9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF155	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PPP5C	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
PTGIR	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GNG8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
INAFM1	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
NOP53	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CARD8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
HSD17B14	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RPS11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF701	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF600	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
ZNF320	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF816-ZNF321P	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF160	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF525	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NDUFA3	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
RPS9	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
LILRB3	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
NLRP2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RDH13	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF835	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF586	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ZNF8	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
A1BG	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
RPS5	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
C20orf96	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ITPA	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
ADISSP	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
TMEM230	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
ANKEF1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
KIF16B	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
NAPB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PYGB	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
MAPRE1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RALY	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CTNNBL1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TOMM34	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
BCAS4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAMD10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PRPF6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
C20orf204	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RBM11	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
SAMSN1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
USP25	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
C21orf91	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MRPL39	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RWDD2B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BACH1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
EVA1C	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
IFNAR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMEM50B	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ATP5PO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RUNX1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CBR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CBR3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MORC3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PIGP	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
HMGN1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UMODL1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UBASH3A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NDUFV3	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
RRP1B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PDXK	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
RRP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ITGB2	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
COL18A1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
COL6A2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
SPATC1L	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
LSS	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
YBEY	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
C21orf58	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PCNT	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
DIP2A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
S100B	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
PRMT2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HDHD5	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ATP6V1E1	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
UBE2L3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
IGLV5-45	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
IGLC2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RGL4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
C22orf15	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DDT	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
GGT1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CRYBB2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TFIP11	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
NIPSNAP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TXN2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NCF4	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
H1-0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GCAT	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TPTEP2-CSNK1E	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
APOBEC3D	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
APOBEC3H	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PDGFB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
XPNPEP3	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
POLR3H	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PMM1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RRP7A	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
PACSIN2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TSPO	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
SAMM50	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PARVB	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
DENND6B	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
WWC3	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
GEMIN8	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
MOSPD2	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ACOT9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
CFP	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
PCSK1N	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MAGEH1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
UBQLN2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
NBDY	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FAAH2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
PIN4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
MAGEE1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ITM2A	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
TSPAN6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TCEAL2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
BEX2	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TCEAL9	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
BEX3	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
STEEP1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RTL8C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
RTL8A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
FHL1	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
CD40LG	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
